premise,hypothesis,label
yep and then i had probably lived the last eleven years in Massachusetts so you know what does that make me an honorary Yankee or,I've lived the last 11 years in Massachusetts so I'm basically and honorary Yankee.,0
and the NIT semifinals are on tonight,The NIT semifinals take place tonight.,0
"Local legend claims that he wrote part of his great saga, Os Lusadas, in what is now called the Camees Grotto, situated in the spacious tropical Camees Garden.",It is claimed that a portion of Os Lusadas was written in the Camees Grotto.,0
Treasure Beach (South Coast),Treasure Beach is on the South Coast of the island.,0
"The building will also house two smaller volunteer-based programs, the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project.",A couple of groups will work from the location.,0
get something from from the Guess Who or,"Get something from the Guess Who,",0
uh whether one might conceive no pun intended of the possibility that there might be a kind of a deliberate uh um,You might think of the possibility.,0
Jon was about to require a lot from her.,A lot was going to be required from her.,0
"The search for an AIDS vaccine currently needs serious help, with the U.S. government, the biggest investor in the effort, spending less than 10 percent of its AIDS-research budget on the problem.",A search has been conducted for an AIDS vaccine.,0
because we don't always read the newspaper sometimes it just sits around for a while and then we just chuck it,Sometimes we throw the week old newspapers away without reading them.,0
yeah uh-huh yeah it's one of the things uh if you read in the newspapers and stuff he's the critics really like it or they really don't,The critics either like or really dislike that one.,0
well i i'm doing computer science computer engineering,I am studying computer engineering.,0
The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism.,There are no tourists on the road through the agricultural towns and fishing villages.,0
He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.,There were some art theaters that showed silent movies.,0
i've been getting a kick out of those lately,I've gotten kicked out of those recently.,0
"The results of the sheepshead minnow, Cyprinodon variegatus, inland silverside, Menidia beryllina, or mysid, Mysidopsis bahia, tests are acceptable if survival in the controls is 80 percent or greater.",Tests are only acceptable when survival during controls is at least 80 percent.,0
I noticed that there was a long branch running out from the tree in the right direction.,There was a rather lengthy branch that was pointing in the right direction.,0
"For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account.",Mandatory account proposals are likely to increase savings by forcing people to save.,0
